name,d,p,drate,state,gender,age
Liver Disease,103.0,309487.0,0.0003328088094168737,Alabama,male,45_54
Low Birth Weight,0.0,309487.0,0.0,Alabama,male,45_54
Lung Cancers,96.0,309487.0,0.00031019073499048423,Alabama,male,45_54
Lung Disease,63.0,309487.0,0.0002035626698375053,Alabama,male,45_54
Lymphomas,15.0,309487.0,4.8467302342263166e-05,Alabama,male,45_54
Malnutrition,0.0,309487.0,0.0,Alabama,male,45_54
Oesophagus Cancer,18.0,309487.0,5.8160762810715796e-05,Alabama,male,45_54
Oral Cancer,12.0,309487.0,3.877384187381053e-05,Alabama,male,45_54
Oral conditions,0.0,309487.0,0.0,Alabama,male,45_54
Osteoarthritis,0.0,309487.0,0.0,Alabama,male,45_54
Other Injuries,39.0,309487.0,0.00012601498608988423,Alabama,male,45_54
Other Neoplasms,0.0,309487.0,0.0,Alabama,male,45_54
Pancreas Cancer,32.0,309487.0,0.00010339691166349475,Alabama,male,45_54
Parkinson's Disease,0.0,309487.0,0.0,Alabama,male,45_54
Peptic Ulcer Disease,0.0,309487.0,0.0,Alabama,male,45_54
Pertussis,0.0,309487.0,0.0,Alabama,male,45_54
Poisonings,111.0,309487.0,0.00035865803733274744,Alabama,male,45_54
Prostate Cancer,0.0,309487.0,0.0,Alabama,male,45_54
Prostatic Hypertrophy,0.0,309487.0,0.0,Alabama,male,45_54
Rheumatic/Heart,0.0,309487.0,0.0,Alabama,male,45_54
Rheumatoid Arthritis,0.0,309487.0,0.0,Alabama,male,45_54
Road Traffic Accidents,102.0,309487.0,0.0003295776559273895,Alabama,male,45_54
Skin Cancers,11.0,309487.0,3.554268838432632e-05,Alabama,male,45_54
Skin Disease,0.0,309487.0,0.0,Alabama,male,45_54
Stomach Cancer,0.0,309487.0,0.0,Alabama,male,45_54
Stroke,71.0,309487.0,0.000229411897753379,Alabama,male,45_54
Suicide,119.0,309487.0,0.0003845072652486211,Alabama,male,45_54
Alcohol,25.0,636632.0,3.926915392251725e-05,Alabama,both,45_54
Alzheimers,0.0,636632.0,0.0,Alabama,both,45_54
Asthma,10.0,636632.0,1.57076615690069e-05,Alabama,both,45_54
Birth Trauma,0.0,636632.0,0.0,Alabama,both,45_54
Bladder Cancer,12.0,636632.0,1.8849193882808278e-05,Alabama,both,45_54
Breast Cancer,94.0,636632.0,0.00014765201874866485,Alabama,both,45_54
Cervical Cancer,18.0,636632.0,2.827379082421242e-05,Alabama,both,45_54
Colon-Rectum Cancers,86.0,636632.0,0.00013508588949345934,Alabama,both,45_54
Congenital Anomalies,0.0,636632.0,0.0,Alabama,both,45_54
Coronary Heart Disease,366.0,636632.0,0.0005749004134256525,Alabama,both,45_54
Diabetes Mellitus,123.0,636632.0,0.00019320423729878486,Alabama,both,45_54
Diarrhoeal diseases,0.0,636632.0,0.0,Alabama,both,45_54
Drug Use,12.0,636632.0,1.8849193882808278e-05,Alabama,both,45_54
Endocrine Disorders,67.0,636632.0,0.00010524133251234622,Alabama,both,45_54
Falls,15.0,636632.0,2.356149235351035e-05,Alabama,both,45_54
Fires,0.0,636632.0,0.0,Alabama,both,45_54
HIV/AIDS,31.0,636632.0,4.869375086392139e-05,Alabama,both,45_54
Hepatitis C,17.0,636632.0,2.6703024667311727e-05,Alabama,both,45_54
Homicide,68.0,636632.0,0.0001068120986692469,Alabama,both,45_54
Hypertension,104.0,636632.0,0.00016335968031767174,Alabama,both,45_54
Inflammatory/Heart,36.0,636632.0,5.654758164842484e-05,Alabama,both,45_54
Influenza & Pneumonia,61.0,636632.0,9.581673557094208e-05,Alabama,both,45_54
Kidney Disease,51.0,636632.0,8.010907400193518e-05,Alabama,both,45_54
Leukemia,19.0,636632.0,2.9844556981113108e-05,Alabama,both,45_54
Liver Cancer,29.0,636632.0,4.5552218550120005e-05,Alabama,both,45_54
Liver Disease,143.0,636632.0,0.00022461956043679865,Alabama,both,45_54
Low Birth Weight,0.0,636632.0,0.0,Alabama,both,45_54
Lung Cancers,160.0,636632.0,0.0002513225851041104,Alabama,both,45_54
Lung Disease,114.0,636632.0,0.00017906734188667865,Alabama,both,45_54
Lymphomas,25.0,636632.0,3.926915392251725e-05,Alabama,both,45_54
Malnutrition,0.0,636632.0,0.0,Alabama,both,45_54
Maternal Conditions,0.0,636632.0,0.0,Alabama,both,45_54
Oesophagus Cancer,19.0,636632.0,2.9844556981113108e-05,Alabama,both,45_54
Oral Cancer,13.0,636632.0,2.0419960039708967e-05,Alabama,both,45_54
Other Injuries,56.0,636632.0,8.796290478643864e-05,Alabama,both,45_54
Other Neoplasms,11.0,636632.0,1.727842772590759e-05,Alabama,both,45_54
Ovary Cancer,19.0,636632.0,2.9844556981113108e-05,Alabama,both,45_54
Pancreas Cancer,58.0,636632.0,9.110443710024001e-05,Alabama,both,45_54
Parkinson's Disease,0.0,636632.0,0.0,Alabama,both,45_54
Peptic Ulcer Disease,0.0,636632.0,0.0,Alabama,both,45_54
Poisonings,181.0,636632.0,0.0002843086743990249,Alabama,both,45_54
Prostate Cancer,0.0,636632.0,0.0,Alabama,both,45_54
Rheumatoid Arthritis,0.0,636632.0,0.0,Alabama,both,45_54
Road Traffic Accidents,139.0,636632.0,0.00021833649580919588,Alabama,both,45_54
Skin Cancers,17.0,636632.0,2.6703024667311727e-05,Alabama,both,45_54
Skin Disease,0.0,636632.0,0.0,Alabama,both,45_54
Stomach Cancer,12.0,636632.0,1.8849193882808278e-05,Alabama,both,45_54
Stroke,104.0,636632.0,0.00016335968031767174,Alabama,both,45_54
Suicide,146.0,636632.0,0.00022933185890750072,Alabama,both,45_54
Uterin Cancer,0.0,636632.0,0.0,Alabama,both,45_54
Drownings,0.0,636632.0,0.0,Alabama,both,45_54
Multiple Sclerosis,0.0,636632.0,0.0,Alabama,both,45_54
Anaemia,0.0,636632.0,0.0,Alabama,both,45_54
Rheumatic/Heart,0.0,636632.0,0.0,Alabama,both,45_54
Alcohol,50.0,2591751.0,1.9291976736962773e-05,California,female,45_54
Alzheimers,0.0,2591751.0,0.0,California,female,45_54
Anaemia,0.0,2591751.0,0.0,California,female,45_54
Asthma,23.0,2591751.0,8.874309299002875e-06,California,female,45_54
Bladder Cancer,14.0,2591751.0,5.401753486349576e-06,California,female,45_54
Breast Cancer,598.0,2591751.0,0.00023073204177407474,California,female,45_54
Cervical Cancer,103.0,2591751.0,3.974147207814331e-05,California,female,45_54
Colon-Rectum Cancers,235.0,2591751.0,9.067229066372502e-05,California,female,45_54
Congenital Anomalies,34.0,2591751.0,1.3118544181134684e-05,California,female,45_54
Coronary Heart Disease,372.0,2591751.0,0.00014353230692300303,California,female,45_54
Diabetes Mellitus,223.0,2591751.0,8.604221624685396e-05,California,female,45_54
Diarrhoeal diseases,12.0,2591751.0,4.630074416871065e-06,California,female,45_54
Drug Use,33.0,2591751.0,1.273270464639543e-05,California,female,45_54
Endocrine Disorders,115.0,2591751.0,4.4371546495014375e-05,California,female,45_54
Epilepsy,21.0,2591751.0,8.102630229524365e-06,California,female,45_54
Falls,31.0,2591751.0,1.1961025576916918e-05,California,female,45_54
Hepatitis C,36.0,2591751.0,1.3890223250613196e-05,California,female,45_54
Homicide,53.0,2591751.0,2.044949534118054e-05,California,female,45_54
Hypertension,176.0,2591751.0,6.790775811410895e-05,California,female,45_54
Inflammatory/Heart,78.0,2591751.0,3.0095483709661923e-05,California,female,45_54
Influenza & Pneumonia,82.0,2591751.0,3.1638841848618943e-05,California,female,45_54
Kidney Disease,63.0,2591751.0,2.430789068857309e-05,California,female,45_54
Leukemia,52.0,2591751.0,2.006365580644128e-05,California,female,45_54
Liver Cancer,64.0,2591751.0,2.4693730223312348e-05,California,female,45_54
Liver Disease,359.0,2591751.0,0.0001385163929713927,California,female,45_54
Low Birth Weight,0.0,2591751.0,0.0,California,female,45_54
Lung Cancers,205.0,2591751.0,7.909710462154737e-05,California,female,45_54
Lung Disease,106.0,2591751.0,4.089899068236108e-05,California,female,45_54
Lymphomas,58.0,2591751.0,2.2378693014876816e-05,California,female,45_54
Malnutrition,0.0,2591751.0,0.0,California,female,45_54
Maternal Conditions,0.0,2591751.0,0.0,California,female,45_54
Multiple Sclerosis,27.0,2591751.0,1.0417667437959896e-05,California,female,45_54
Oesophagus Cancer,11.0,2591751.0,4.244234882131809e-06,California,female,45_54
Oral Cancer,32.0,2591751.0,1.2346865111656174e-05,California,female,45_54
Other Injuries,57.0,2591751.0,2.199285348013756e-05,California,female,45_54
Other Neoplasms,21.0,2591751.0,8.102630229524365e-06,California,female,45_54
Ovary Cancer,169.0,2591751.0,6.520688137093416e-05,California,female,45_54
Pancreas Cancer,91.0,2591751.0,3.511139766127224e-05,California,female,45_54
Parkinson's Disease,0.0,2591751.0,0.0,California,female,45_54
Peptic Ulcer Disease,0.0,2591751.0,0.0,California,female,45_54
Poisonings,380.0,2591751.0,0.00014661902320091706,California,female,45_54
Rheumatic/Heart,0.0,2591751.0,0.0,California,female,45_54
Rheumatoid Arthritis,0.0,2591751.0,0.0,California,female,45_54
Road Traffic Accidents,173.0,2591751.0,6.675023950989119e-05,California,female,45_54
Skin Cancers,22.0,2591751.0,8.488469764263619e-06,California,female,45_54
Skin Disease,11.0,2591751.0,4.244234882131809e-06,California,female,45_54
Stomach Cancer,69.0,2591751.0,2.6622927897008626e-05,California,female,45_54
Stroke,222.0,2591751.0,8.56563767121147e-05,California,female,45_54
Suicide,185.0,2591751.0,7.138031392676225e-05,California,female,45_54
Uterin Cancer,104.0,2591751.0,4.012731161288256e-05,California,female,45_54
Birth Trauma,0.0,2591751.0,0.0,California,female,45_54
Drownings,11.0,2591751.0,4.244234882131809e-06,California,female,45_54
HIV/AIDS,25.0,2591751.0,9.645988368481386e-06,California,female,45_54
Fires,11.0,2591751.0,4.244234882131809e-06,California,female,45_54
Tuberculosis,0.0,2591751.0,0.0,California,female,45_54
Osteoarthritis,0.0,2591751.0,0.0,California,female,45_54
Alcohol,166.0,2570937.0,6.456789878554006e-05,California,male,45_54
Alzheimers,0.0,2570937.0,0.0,California,male,45_54
Anaemia,0.0,2570937.0,0.0,California,male,45_54
Asthma,19.0,2570937.0,7.3903016682244645e-06,California,male,45_54
Birth Trauma,0.0,2570937.0,0.0,California,male,45_54
Bladder Cancer,24.0,2570937.0,9.335117896704587e-06,California,male,45_54
Colon-Rectum Cancers,276.0,2570937.0,0.00010735385581210274,California,male,45_54
Congenital Anomalies,44.0,2570937.0,1.7114382810625077e-05,California,male,45_54
Coronary Heart Disease,1286.0,2570937.0,0.0005002067339650874,California,male,45_54
Diabetes Mellitus,491.0,2570937.0,0.000190980953636748,California,male,45_54
Diarrhoeal diseases,19.0,2570937.0,7.3903016682244645e-06,California,male,45_54
Drownings,50.0,2570937.0,1.9448162284801222e-05,California,male,45_54
Drug Use,70.0,2570937.0,2.7227427198721712e-05,California,male,45_54
Endocrine Disorders,172.0,2570937.0,6.69016782597162e-05,California,male,45_54
Epilepsy,20.0,2570937.0,7.77926491392049e-06,California,male,45_54
Falls,94.0,2570937.0,3.6562545095426296e-05,California,male,45_54
Fires,19.0,2570937.0,7.3903016682244645e-06,California,male,45_54
HIV/AIDS,161.0,2570937.0,6.262308255705993e-05,California,male,45_54
Hepatitis C,75.0,2570937.0,2.9172243427201832e-05,California,male,45_54
Homicide,221.0,2570937.0,8.596087729882141e-05,California,male,45_54
Hypertension,416.0,2570937.0,0.00016180871020954617,California,male,45_54
Inflammatory/Heart,226.0,2570937.0,8.790569352730153e-05,California,male,45_54
Influenza & Pneumonia,88.0,2570937.0,3.422876562125015e-05,California,male,45_54
Kidney Disease,121.0,2570937.0,4.706455272921896e-05,California,male,45_54
Leukemia,69.0,2570937.0,2.6838463953025686e-05,California,male,45_54
Liver Cancer,170.0,2570937.0,6.612375176832415e-05,California,male,45_54
Liver Disease,724.0,2570937.0,0.0002816093898839217,California,male,45_54
Low Birth Weight,0.0,2570937.0,0.0,California,male,45_54
Lung Cancers,230.0,2570937.0,8.946154651008563e-05,California,male,45_54
Lung Disease,100.0,2570937.0,3.8896324569602445e-05,California,male,45_54
Lymphomas,127.0,2570937.0,4.9398332203395106e-05,California,male,45_54
Malnutrition,0.0,2570937.0,0.0,California,male,45_54
Multiple Sclerosis,0.0,2570937.0,0.0,California,male,45_54
Oesophagus Cancer,75.0,2570937.0,2.9172243427201832e-05,California,male,45_54
Oral Cancer,70.0,2570937.0,2.7227427198721712e-05,California,male,45_54
Other Injuries,138.0,2570937.0,5.367692790605137e-05,California,male,45_54
Other Neoplasms,26.0,2570937.0,1.0113044388096636e-05,California,male,45_54
Pancreas Cancer,147.0,2570937.0,5.717759711731559e-05,California,male,45_54
Parkinson's Disease,0.0,2570937.0,0.0,California,male,45_54
Peptic Ulcer Disease,22.0,2570937.0,8.557191405312538e-06,California,male,45_54
Poisonings,716.0,2570937.0,0.0002784976839183535,California,male,45_54
Prostate Cancer,42.0,2570937.0,1.6336456319233028e-05,California,male,45_54
Prostatic Hypertrophy,0.0,2570937.0,0.0,California,male,45_54
Rheumatic/Heart,0.0,2570937.0,0.0,California,male,45_54
Road Traffic Accidents,439.0,2570937.0,0.00017075486486055474,California,male,45_54
Skin Cancers,44.0,2570937.0,1.7114382810625077e-05,California,male,45_54
Skin Disease,15.0,2570937.0,5.834448685440366e-06,California,male,45_54
Stomach Cancer,77.0,2570937.0,2.9950169918593884e-05,California,male,45_54
Stroke,335.0,2570937.0,0.0001303026873081682,California,male,45_54
Suicide,571.0,2570937.0,0.00022209801329242996,California,male,45_54
Hepatitis B,0.0,2570937.0,0.0,California,male,45_54
Rheumatoid Arthritis,0.0,2570937.0,0.0,California,male,45_54
Tuberculosis,0.0,2570937.0,0.0,California,male,45_54
Alcohol,216.0,5162688.0,4.183867008814013e-05,California,both,45_54
Alzheimers,13.0,5162688.0,2.518068107156582e-06,California,both,45_54
Asthma,42.0,5162688.0,8.135296961582804e-06,California,both,45_54
Bladder Cancer,38.0,5162688.0,7.360506774765394e-06,California,both,45_54
Breast Cancer,600.0,5162688.0,0.00011621852802261148,California,both,45_54
Cervical Cancer,103.0,5162688.0,1.9950847310548303e-05,California,both,45_54
Colon-Rectum Cancers,511.0,5162688.0,9.897944636592411e-05,California,both,45_54
Congenital Anomalies,78.0,5162688.0,1.5108408642939492e-05,California,both,45_54
Coronary Heart Disease,1658.0,5162688.0,0.0003211505324358164,California,both,45_54
Diabetes Mellitus,714.0,5162688.0,0.00013830004834690767,California,both,45_54
Diarrhoeal diseases,31.0,5162688.0,6.004623947834926e-06,California,both,45_54
Drownings,61.0,5162688.0,1.18155503489655e-05,California,both,45_54
Drug Use,103.0,5162688.0,1.9950847310548303e-05,California,both,45_54
Endocrine Disorders,287.0,5162688.0,5.5591195904149155e-05,California,both,45_54
Epilepsy,41.0,5162688.0,7.941599414878451e-06,California,both,45_54
Falls,125.0,5162688.0,2.421219333804406e-05,California,both,45_54
HIV/AIDS,186.0,5162688.0,3.602774368700956e-05,California,both,45_54
Hepatitis C,111.0,5162688.0,2.1500427684183124e-05,California,both,45_54
Homicide,274.0,5162688.0,5.307312779699258e-05,California,both,45_54
Hypertension,592.0,5162688.0,0.00011466894764897666,California,both,45_54
Inflammatory/Heart,304.0,5162688.0,5.888405419812315e-05,California,both,45_54
Influenza & Pneumonia,170.0,5162688.0,3.2928582939739916e-05,California,both,45_54
Kidney Disease,184.0,5162688.0,3.5640348593600855e-05,California,both,45_54
Leukemia,121.0,5162688.0,2.343740315122665e-05,California,both,45_54
Liver Cancer,234.0,5162688.0,4.532522592881848e-05,California,both,45_54
Liver Disease,1083.0,5162688.0,0.0002097744430808137,California,both,45_54
Low Birth Weight,0.0,5162688.0,0.0,California,both,45_54
Lung Cancers,435.0,5162688.0,8.425843281639333e-05,California,both,45_54
Lung Disease,206.0,5162688.0,3.990169462109661e-05,California,both,45_54
Lymphomas,185.0,5162688.0,3.58340461403052e-05,California,both,45_54
Malnutrition,0.0,5162688.0,0.0,California,both,45_54
Multiple Sclerosis,36.0,5162688.0,6.973111681356689e-06,California,both,45_54
Oesophagus Cancer,86.0,5162688.0,1.6657989016574312e-05,California,both,45_54
Oral Cancer,102.0,5162688.0,1.9757149763843953e-05,California,both,45_54
Other Injuries,195.0,5162688.0,3.777102160734873e-05,California,both,45_54
Other Neoplasms,47.0,5162688.0,9.103784695104566e-06,California,both,45_54
Ovary Cancer,169.0,5162688.0,3.273488539303557e-05,California,both,45_54
Pancreas Cancer,238.0,5162688.0,4.610001611563589e-05,California,both,45_54
Parkinson's Disease,0.0,5162688.0,0.0,California,both,45_54
Peptic Ulcer Disease,30.0,5162688.0,5.810926401130574e-06,California,both,45_54
Poisonings,1096.0,5162688.0,0.0002122925111879703,California,both,45_54
Prostate Cancer,42.0,5162688.0,8.135296961582804e-06,California,both,45_54
Rheumatic/Heart,16.0,5162688.0,3.0991607472696393e-06,California,both,45_54
Road Traffic Accidents,612.0,5162688.0,0.0001185428985830637,California,both,45_54
Skin Cancers,66.0,5162688.0,1.2784038082487262e-05,California,both,45_54
Skin Disease,26.0,5162688.0,5.036136214313164e-06,California,both,45_54
Stomach Cancer,146.0,5162688.0,2.827984181883546e-05,California,both,45_54
Stroke,557.0,5162688.0,0.00010788953351432432,California,both,45_54
Suicide,756.0,5162688.0,0.00014643534530849045,California,both,45_54
Uterin Cancer,104.0,5162688.0,2.0144544857252658e-05,California,both,45_54
Birth Trauma,0.0,5162688.0,0.0,California,both,45_54
Maternal Conditions,0.0,5162688.0,0.0,California,both,45_54
Fires,30.0,5162688.0,5.810926401130574e-06,California,both,45_54
Rheumatoid Arthritis,0.0,5162688.0,0.0,California,both,45_54
Anaemia,0.0,5162688.0,0.0,California,both,45_54
Prostatic Hypertrophy,0.0,5162688.0,0.0,California,both,45_54
Tuberculosis,0.0,5162688.0,0.0,California,both,45_54
Alzheimers,0.0,42633.0,0.0,Vermont,female,45_54
Appendicitis,0.0,42633.0,0.0,Vermont,female,45_54
Asthma,0.0,42633.0,0.0,Vermont,female,45_54
Breast Cancer,0.0,42633.0,0.0,Vermont,female,45_54
Chagas disease,0.0,42633.0,0.0,Vermont,female,45_54
Colon-Rectum Cancers,0.0,42633.0,0.0,Vermont,female,45_54
Congenital Anomalies,0.0,42633.0,0.0,Vermont,female,45_54
Coronary Heart Disease,0.0,42633.0,0.0,Vermont,female,45_54
Diabetes Mellitus,0.0,42633.0,0.0,Vermont,female,45_54
Diarrhoeal diseases,0.0,42633.0,0.0,Vermont,female,45_54
Diphtheria,0.0,42633.0,0.0,Vermont,female,45_54
Drownings,0.0,42633.0,0.0,Vermont,female,45_54
Endocrine Disorders,0.0,42633.0,0.0,Vermont,female,45_54
Falls,0.0,42633.0,0.0,Vermont,female,45_54
Fires,0.0,42633.0,0.0,Vermont,female,45_54
Hepatitis B,0.0,42633.0,0.0,Vermont,female,45_54
Hepatitis C,0.0,42633.0,0.0,Vermont,female,45_54
Homicide,0.0,42633.0,0.0,Vermont,female,45_54
Hypertension,0.0,42633.0,0.0,Vermont,female,45_54
Inflammatory/Heart,0.0,42633.0,0.0,Vermont,female,45_54
Influenza & Pneumonia,0.0,42633.0,0.0,Vermont,female,45_54
Kidney Disease,0.0,42633.0,0.0,Vermont,female,45_54
Liver Disease,0.0,42633.0,0.0,Vermont,female,45_54
Lung Cancers,0.0,42633.0,0.0,Vermont,female,45_54
Lung Disease,0.0,42633.0,0.0,Vermont,female,45_54
Lymphomas,0.0,42633.0,0.0,Vermont,female,45_54
Malaria,0.0,42633.0,0.0,Vermont,female,45_54
Measles,0.0,42633.0,0.0,Vermont,female,45_54
Meningitis,0.0,42633.0,0.0,Vermont,female,45_54
Oral conditions,0.0,42633.0,0.0,Vermont,female,45_54
Osteoarthritis,0.0,42633.0,0.0,Vermont,female,45_54
Other Injuries,0.0,42633.0,0.0,Vermont,female,45_54
Other Neoplasms,0.0,42633.0,0.0,Vermont,female,45_54
Pancreas Cancer,0.0,42633.0,0.0,Vermont,female,45_54
Parkinson's Disease,0.0,42633.0,0.0,Vermont,female,45_54
Peptic Ulcer Disease,0.0,42633.0,0.0,Vermont,female,45_54
Pertussis,0.0,42633.0,0.0,Vermont,female,45_54
Poisonings,0.0,42633.0,0.0,Vermont,female,45_54
Prostatic Hypertrophy,0.0,42633.0,0.0,Vermont,female,45_54
Rheumatic/Heart,0.0,42633.0,0.0,Vermont,female,45_54
Rheumatoid Arthritis,0.0,42633.0,0.0,Vermont,female,45_54
Road Traffic Accidents,0.0,42633.0,0.0,Vermont,female,45_54
Schistosomiasis,0.0,42633.0,0.0,Vermont,female,45_54
Skin Disease,0.0,42633.0,0.0,Vermont,female,45_54
Stroke,0.0,42633.0,0.0,Vermont,female,45_54
Suicide,0.0,42633.0,0.0,Vermont,female,45_54
Tetanus,0.0,42633.0,0.0,Vermont,female,45_54
Trypanosomiasis,0.0,42633.0,0.0,Vermont,female,45_54
Uterin Cancer,0.0,42633.0,0.0,Vermont,female,45_54
War,0.0,42633.0,0.0,Vermont,female,45_54
Alzheimers,0.0,41017.0,0.0,Vermont,male,45_54
Appendicitis,0.0,41017.0,0.0,Vermont,male,45_54
Asthma,0.0,41017.0,0.0,Vermont,male,45_54
Chagas disease,0.0,41017.0,0.0,Vermont,male,45_54
Colon-Rectum Cancers,0.0,41017.0,0.0,Vermont,male,45_54
Congenital Anomalies,0.0,41017.0,0.0,Vermont,male,45_54
Coronary Heart Disease,25.0,41017.0,0.0006095033766487066,Vermont,male,45_54
Diabetes Mellitus,0.0,41017.0,0.0,Vermont,male,45_54
Diarrhoeal diseases,0.0,41017.0,0.0,Vermont,male,45_54
Diphtheria,0.0,41017.0,0.0,Vermont,male,45_54
Drownings,0.0,41017.0,0.0,Vermont,male,45_54
Endocrine Disorders,0.0,41017.0,0.0,Vermont,male,45_54
Falls,0.0,41017.0,0.0,Vermont,male,45_54
Fires,0.0,41017.0,0.0,Vermont,male,45_54
Hepatitis B,0.0,41017.0,0.0,Vermont,male,45_54
Hepatitis C,0.0,41017.0,0.0,Vermont,male,45_54
Homicide,0.0,41017.0,0.0,Vermont,male,45_54
Hypertension,0.0,41017.0,0.0,Vermont,male,45_54
Inflammatory/Heart,0.0,41017.0,0.0,Vermont,male,45_54
Influenza & Pneumonia,0.0,41017.0,0.0,Vermont,male,45_54
Kidney Disease,0.0,41017.0,0.0,Vermont,male,45_54
Leukemia,0.0,41017.0,0.0,Vermont,male,45_54
Liver Cancer,0.0,41017.0,0.0,Vermont,male,45_54
Liver Disease,0.0,41017.0,0.0,Vermont,male,45_54
Lung Cancers,0.0,41017.0,0.0,Vermont,male,45_54
Lung Disease,0.0,41017.0,0.0,Vermont,male,45_54
Lymphomas,0.0,41017.0,0.0,Vermont,male,45_54
Malaria,0.0,41017.0,0.0,Vermont,male,45_54
Measles,0.0,41017.0,0.0,Vermont,male,45_54
Meningitis,0.0,41017.0,0.0,Vermont,male,45_54
Oesophagus Cancer,0.0,41017.0,0.0,Vermont,male,45_54
Oral conditions,0.0,41017.0,0.0,Vermont,male,45_54
Osteoarthritis,0.0,41017.0,0.0,Vermont,male,45_54
Other Injuries,0.0,41017.0,0.0,Vermont,male,45_54
Pancreas Cancer,0.0,41017.0,0.0,Vermont,male,45_54
Parkinson's Disease,0.0,41017.0,0.0,Vermont,male,45_54
Peptic Ulcer Disease,0.0,41017.0,0.0,Vermont,male,45_54
Pertussis,0.0,41017.0,0.0,Vermont,male,45_54
Poisonings,14.0,41017.0,0.0003413218909232757,Vermont,male,45_54
Prostate Cancer,0.0,41017.0,0.0,Vermont,male,45_54
Prostatic Hypertrophy,0.0,41017.0,0.0,Vermont,male,45_54
Rheumatic/Heart,0.0,41017.0,0.0,Vermont,male,45_54
Rheumatoid Arthritis,0.0,41017.0,0.0,Vermont,male,45_54
Road Traffic Accidents,14.0,41017.0,0.0003413218909232757,Vermont,male,45_54
Skin Disease,0.0,41017.0,0.0,Vermont,male,45_54
Stroke,0.0,41017.0,0.0,Vermont,male,45_54
Suicide,16.0,41017.0,0.0003900821610551722,Vermont,male,45_54
Tetanus,0.0,41017.0,0.0,Vermont,male,45_54
Trypanosomiasis,0.0,41017.0,0.0,Vermont,male,45_54
War,0.0,41017.0,0.0,Vermont,male,45_54
Alzheimers,0.0,83650.0,0.0,Vermont,both,45_54
Appendicitis,0.0,83650.0,0.0,Vermont,both,45_54
Asthma,0.0,83650.0,0.0,Vermont,both,45_54
Bladder Cancer,0.0,83650.0,0.0,Vermont,both,45_54
Breast Cancer,0.0,83650.0,0.0,Vermont,both,45_54
Colon-Rectum Cancers,12.0,83650.0,0.0001434548714883443,Vermont,both,45_54
Congenital Anomalies,0.0,83650.0,0.0,Vermont,both,45_54
Coronary Heart Disease,30.0,83650.0,0.00035863717872086073,Vermont,both,45_54
Diabetes Mellitus,0.0,83650.0,0.0,Vermont,both,45_54
Diarrhoeal diseases,0.0,83650.0,0.0,Vermont,both,45_54
Diphtheria,0.0,83650.0,0.0,Vermont,both,45_54
Drownings,0.0,83650.0,0.0,Vermont,both,45_54
Endocrine Disorders,0.0,83650.0,0.0,Vermont,both,45_54
Falls,0.0,83650.0,0.0,Vermont,both,45_54
Fires,0.0,83650.0,0.0,Vermont,both,45_54
Homicide,0.0,83650.0,0.0,Vermont,both,45_54
Hypertension,0.0,83650.0,0.0,Vermont,both,45_54
Inflammatory/Heart,0.0,83650.0,0.0,Vermont,both,45_54
Influenza & Pneumonia,0.0,83650.0,0.0,Vermont,both,45_54
Kidney Disease,0.0,83650.0,0.0,Vermont,both,45_54
Leukemia,0.0,83650.0,0.0,Vermont,both,45_54
Liver Cancer,0.0,83650.0,0.0,Vermont,both,45_54
Liver Disease,12.0,83650.0,0.0001434548714883443,Vermont,both,45_54
Lung Cancers,14.0,83650.0,0.00016736401673640169,Vermont,both,45_54
Lung Disease,0.0,83650.0,0.0,Vermont,both,45_54
Lymphomas,0.0,83650.0,0.0,Vermont,both,45_54
Measles,0.0,83650.0,0.0,Vermont,both,45_54
Oesophagus Cancer,0.0,83650.0,0.0,Vermont,both,45_54
Oral Cancer,0.0,83650.0,0.0,Vermont,both,45_54
Oral conditions,0.0,83650.0,0.0,Vermont,both,45_54
Osteoarthritis,0.0,83650.0,0.0,Vermont,both,45_54
Other Injuries,0.0,83650.0,0.0,Vermont,both,45_54
Other Neoplasms,0.0,83650.0,0.0,Vermont,both,45_54
Pancreas Cancer,0.0,83650.0,0.0,Vermont,both,45_54
Parkinson's Disease,0.0,83650.0,0.0,Vermont,both,45_54
Peptic Ulcer Disease,0.0,83650.0,0.0,Vermont,both,45_54
Pertussis,0.0,83650.0,0.0,Vermont,both,45_54
Poisonings,20.0,83650.0,0.00023909145248057382,Vermont,both,45_54
Prostate Cancer,0.0,83650.0,0.0,Vermont,both,45_54
Prostatic Hypertrophy,0.0,83650.0,0.0,Vermont,both,45_54
Rheumatic/Heart,0.0,83650.0,0.0,Vermont,both,45_54
Rheumatoid Arthritis,0.0,83650.0,0.0,Vermont,both,45_54
Road Traffic Accidents,19.0,83650.0,0.00022713687985654514,Vermont,both,45_54
Skin Cancers,0.0,83650.0,0.0,Vermont,both,45_54
Skin Disease,0.0,83650.0,0.0,Vermont,both,45_54
Stroke,0.0,83650.0,0.0,Vermont,both,45_54
Suicide,22.0,83650.0,0.0002630005977286312,Vermont,both,45_54
Tetanus,0.0,83650.0,0.0,Vermont,both,45_54
Uterin Cancer,0.0,83650.0,0.0,Vermont,both,45_54
War,0.0,83650.0,0.0,Vermont,both,45_54
Alcohol,33.0,354245.0,9.315586670242346e-05,Colorado,female,45_54
Alzheimers,0.0,354245.0,0.0,Colorado,female,45_54
Appendicitis,0.0,354245.0,0.0,Colorado,female,45_54
Asthma,0.0,354245.0,0.0,Colorado,female,45_54
